SPP	POP	YR	Mx	Tmx	Nx
HOCO	HOCO_1	1998	[0 0 0 0.088 0.177 0.356; 0.58974358974359 0.509523809523809 0.15929203539823 0.104651162790698 0.0769230769230769 0; 0.0769230769230769 0.138095238095238 0.230088495575221 0.0697674418604651 0.0576923076923077 0.0303030303030303; 0 0.0571428571428571 0.132743362831858 0.209302325581395 0.153846153846154 0.0303030303030303; 0 0.0571428571428571 0.194690265486726 0.197674418604651 0.288461538461538 0.090909090909091; 0 0.019047619047619 0.106194690265487 0.186046511627907 0.288461538461538 0.757575757575758]	[0 0 0 0 0 0; 0.58974358974359 0.509523809523809 0.15929203539823 0.104651162790698 0.0769230769230769 0; 0.0769230769230769 0.138095238095238 0.230088495575221 0.0697674418604651 0.0576923076923077 0.0303030303030303; 0 0.0571428571428571 0.132743362831858 0.209302325581395 0.153846153846154 0.0303030303030303; 0 0.0571428571428571 0.194690265486726 0.197674418604651 0.288461538461538 0.090909090909091; 0 0.019047619047619 0.106194690265487 0.186046511627907 0.288461538461538 0.757575757575758]	[39 210 113 86 52 33]
LOCO	LOCO_middle	1993	[0 0 0 0 1 2.9; 0.333333333333333 0.391304347826087 0.0833333333333333 0 0 0; 0.266666666666667 0.304347826086956 0.395833333333333 0.0714285714285714 0 0; 0.0333333333333333 0.0434782608695652 0.208333333333333 0.25 0.333333333333333 0; 0 0.0434782608695652 0.125 0.428571428571428 0.266666666666667 0; 0 0 0.0833333333333333 0.142857142857143 0.266666666666667 0]	[0 0 0 0 0 0; 0.333333333333333 0.391304347826087 0.0833333333333333 0 0 0; 0.266666666666667 0.304347826086956 0.395833333333333 0.0714285714285714 0 0; 0.0333333333333333 0.0434782608695652 0.208333333333333 0.25 0.333333333333333 0; 0 0.0434782608695652 0.125 0.428571428571428 0.266666666666667 0; 0 0 0.0833333333333333 0.142857142857143 0.266666666666667 0]	[32 29 61 32 17 0]
LOCO	LOCO_middle	1994	[0.0161290322580645 0 0 0 2.9 8.4; 0.564516129032258 0.217391304347826 0.0869565217391304 0 0 0; 0.241935483870968 0.478260869565217 0.521739130434783 0.08 0 0; 0 0 0.108695652173913 0.28 0.0833333333333333 0; 0.0161290322580645 0 0.0434782608695652 0.32 0.25 0.153846153846154; 0 0.0434782608695652 0 0.2 0.375 0.769230769230769]	[0.0161290322580645 0 0 0 0 0; 0.564516129032258 0.217391304347826 0.0869565217391304 0 0 0; 0.241935483870968 0.478260869565217 0.521739130434783 0.08 0 0; 0 0 0.108695652173913 0.28 0.0833333333333333 0; 0.0161290322580645 0 0.0434782608695652 0.32 0.25 0.153846153846154; 0 0.0434782608695652 0 0.2 0.375 0.769230769230769]	[64 23 47 25 24 13]
LOCO	LOCO_middle	1995	[0 0 0 0 0.2 0.7; 0.655913978494624 0.536585365853659 0.0333333333333333 0 0 0; 0.0860215053763441 0.341463414634146 0.65 0.235294117647059 0.0666666666666667 0; 0 0.048780487804878 0.15 0.764705882352941 0.2 0.0714285714285714; 0 0 0.116666666666667 0 0.5 0.464285714285714; 0 0 0.0166666666666667 0 0.166666666666667 0.392857142857143]	[0 0 0 0 0 0; 0.655913978494624 0.536585365853659 0.0333333333333333 0 0 0; 0.0860215053763441 0.341463414634146 0.65 0.235294117647059 0.0666666666666667 0; 0 0.048780487804878 0.15 0.764705882352941 0.2 0.0714285714285714; 0 0 0.116666666666667 0 0.5 0.464285714285714; 0 0 0.0166666666666667 0 0.166666666666667 0.392857142857143]	[93 44 60 17 30 28]
LOCO	LOCO_middle	1996	[0 0 0 0 0.472 1.395; 0.651741293532338 0.453488372093023 0.0657894736842105 0.03125 0 0; 0.199004975124378 0.441860465116279 0.552631578947368 0.0625 0.0285714285714286 0; 0 0 0.25 0.3125 0.171428571428571 0.0588235294117647; 0 0 0.0921052631578947 0.4375 0.514285714285714 0.176470588235294; 0 0 0.0131578947368421 0.0625 0.228571428571429 0.705882352941177]	[0 0 0 0 0 0; 0.651741293532338 0.453488372093023 0.0657894736842105 0.03125 0 0; 0.199004975124378 0.441860465116279 0.552631578947368 0.0625 0.0285714285714286 0; 0 0 0.25 0.3125 0.171428571428571 0.0588235294117647; 0 0 0.0921052631578947 0.4375 0.514285714285714 0.176470588235294; 0 0 0.0131578947368421 0.0625 0.228571428571429 0.705882352941177]	[212 87 76 32 35 17]
LOCO	LOCO_middle	1997	[0 0 0 0 0.22 0.649; 0.927927927927928 0.581005586592179 0.227941176470588 0.0263157894736842 0.0952380952380952 0; 0.036036036036036 0.156424581005587 0.544117647058823 0.210526315789474 0.142857142857143 0.0434782608695652; 0 0 0.125 0.552631578947368 0.309523809523809 0.173913043478261; 0 0 0.0147058823529412 0.157894736842105 0.357142857142857 0.434782608695652; 0 0 0 0.0263157894736842 0.0238095238095238 0.304347826086956]	[0 0 0 0 0 0; 0.927927927927928 0.581005586592179 0.227941176470588 0.0263157894736842 0.0952380952380952 0; 0.036036036036036 0.156424581005587 0.544117647058823 0.210526315789474 0.142857142857143 0.0434782608695652; 0 0 0.125 0.552631578947368 0.309523809523809 0.173913043478261; 0 0 0.0147058823529412 0.157894736842105 0.357142857142857 0.434782608695652; 0 0 0 0.0263157894736842 0.0238095238095238 0.304347826086956]	[111 179 136 38 42 23]
LOCO	LOCO_south	1993	[0 0 0 0 1.4 8.8; 0.442307692307692 0.16 0.0408163265306122 0 0 0; 0.192307692307692 0.44 0.224489795918367 0 0 0; 0 0 0.204081632653061 0.222222222222222 0 0; 0 0 0.142857142857143 0.333333333333333 0.25 0; 0 0 0 0 0.125 1]	[0 0 0 0 0 0; 0.442307692307692 0.16 0.0408163265306122 0 0 0; 0.192307692307692 0.44 0.224489795918367 0 0 0; 0 0 0.204081632653061 0.222222222222222 0 0; 0 0 0.142857142857143 0.333333333333333 0.25 0; 0 0 0 0 0.125 1]	[55 27 52 9 8 2]
LOCO	LOCO_south	1994	[0 0 0 0 1.9 12; 0.75 0.25 0.0256410256410256 0 0 0; 0.125 0.464285714285714 0.564102564102564 0.153846153846154 0 0; 0 0 0.179487179487179 0.230769230769231 0.230769230769231 0; 0 0 0.102564102564103 0.307692307692308 0.230769230769231 0; 0 0 0 0.153846153846154 0.461538461538462 1]	[0 0 0 0 0 0; 0.75 0.25 0.0256410256410256 0 0 0; 0.125 0.464285714285714 0.564102564102564 0.153846153846154 0 0; 0 0 0.179487179487179 0.230769230769231 0.230769230769231 0; 0 0 0.102564102564103 0.307692307692308 0.230769230769231 0; 0 0 0 0.153846153846154 0.461538461538462 1]	[88 29 40 13 13 3]
LOCO	LOCO_south	1995	[0 0 0 0 0.3 1.6; 0.444444444444444 0.424242424242424 0.166666666666667 0 0 0; 0.111111111111111 0.257575757575758 0.5625 0.153846153846154 0.230769230769231 0; 0 0.0151515151515152 0.0416666666666667 0 0.0769230769230769 0.090909090909091; 0 0 0.0416666666666667 0.384615384615385 0.230769230769231 0.181818181818182; 0 0 0.0208333333333333 0 0.153846153846154 0.363636363636364]	[0 0 0 0 0 0; 0.444444444444444 0.424242424242424 0.166666666666667 0 0 0; 0.111111111111111 0.257575757575758 0.5625 0.153846153846154 0.230769230769231 0; 0 0.0151515151515152 0.0416666666666667 0 0.0769230769230769 0.090909090909091; 0 0 0.0416666666666667 0.384615384615385 0.230769230769231 0.181818181818182; 0 0 0.0208333333333333 0 0.153846153846154 0.363636363636364]	[61 74 50 13 13 12]
LOCO	LOCO_south	1996	[0 0 0 0 0.756 4.7; 0.523076923076923 0.46551724137931 0.3 0.166666666666667 0 0.142857142857143; 0.0923076923076923 0.224137931034483 0.4 0.166666666666667 0.181818181818182 0; 0 0.0517241379310345 0.04 0 0.181818181818182 0.142857142857143; 0 0.0172413793103448 0.04 0.5 0.272727272727273 0; 0 0 0.04 0 0.181818181818182 0.142857142857143]	[0 0 0 0 0 0; 0.523076923076923 0.46551724137931 0.3 0.166666666666667 0 0.142857142857143; 0.0923076923076923 0.224137931034483 0.4 0.166666666666667 0.181818181818182 0; 0 0.0517241379310345 0.04 0 0.181818181818182 0.142857142857143; 0 0.0172413793103448 0.04 0.5 0.272727272727273 0; 0 0 0.04 0 0.181818181818182 0.142857142857143]	[68 62 58 6 12 7]
LOCO	LOCO_south	1997	[0 0 0 0 0.671 4.173; 0.603174603174603 0.346153846153846 0.06 0.125 0.333333333333333 0; 0.0317460317460317 0.282051282051282 0.44 0.375 0 0; 0.0158730158730159 0.0256410256410256 0.14 0.125 0.111111111111111 0.4; 0 0 0 0 0.111111111111111 0; 0 0 0 0 0.111111111111111 0.2]	[0 0 0 0 0 0; 0.603174603174603 0.346153846153846 0.06 0.125 0.333333333333333 0; 0.0317460317460317 0.282051282051282 0.44 0.375 0 0; 0.0158730158730159 0.0256410256410256 0.14 0.125 0.111111111111111 0.4; 0 0 0 0 0.111111111111111 0; 0 0 0 0 0.111111111111111 0.2]	[63 84 53 9 9 5]
LAVE	LAVE_1	1988	[0.58 0 0 0 0.097 1.674 0; 0.067 0 0 0 0.011 0.193 0; 0 0.913 0.846153846153846 0.0540540540540541 0 0 0; 0 0 0.0769230769230769 0.72972972972973 0.183333333333333 0.0576923076923077 0.333333333333333; 0 0 0 0.0810810810810811 0.333333333333333 0.0384615384615385 0.111111111111111; 0 0 0 0 0.383333333333333 0.884615384615385 0.333333333333333; 0 0 0 0.0540540540540541 0.1 0.0192307692307692 0.222222222222222]	[0.58 0 0 0 0 0 0; 0.067 0 0 0 0 0 0; 0 0.913 0.846153846153846 0.0540540540540541 0 0 0; 0 0 0.0769230769230769 0.72972972972973 0.183333333333333 0.0576923076923077 0.333333333333333; 0 0 0 0.0810810810810811 0.333333333333333 0.0384615384615385 0.111111111111111; 0 0 0 0 0.383333333333333 0.884615384615385 0.333333333333333; 0 0 0 0.0540540540540541 0.1 0.0192307692307692 0.222222222222222]	[NA NA 39 37 60 52 9]
LAVE	LAVE_1	1989	[0.407 0 0 0 0.148 2.479 0; 0.067 0 0 0 0.024 0.406 0; 0 0.952 0.904761904761905 0.186440677966102 0.0689655172413793 0.0135135135135135 0.181818181818182; 0 0 0.0317460317460317 0.610169491525424 0.586206896551724 0.189189189189189 0.363636363636364; 0 0 0 0.0508474576271186 0.275862068965517 0.432432432432433 0.181818181818182; 0 0 0 0 0 0.22972972972973 0; 0 0 0 0.101694915254237 0.0689655172413793 0.135135135135135 0.272727272727273]	[0.407 0 0 0 0 0 0; 0.067 0 0 0 0 0 0; 0 0.952 0.904761904761905 0.186440677966102 0.0689655172413793 0.0135135135135135 0.181818181818182; 0 0 0.0317460317460317 0.610169491525424 0.586206896551724 0.189189189189189 0.363636363636364; 0 0 0 0.0508474576271186 0.275862068965517 0.432432432432433 0.181818181818182; 0 0 0 0 0 0.22972972972973 0; 0 0 0 0.101694915254237 0.0689655172413793 0.135135135135135 0.272727272727273]	[NA NA 63 60 30 74 11]
LAVE	LAVE_1	1990	[0.237 0 0 0 0.037 0.335 0; 0.067 0 0 0 0.01 0.095 0; 0 0.929 0.702127659574468 0.0138888888888889 0 0 0; 0 0 0.170212765957447 0.513888888888889 0.0888888888888889 0 0.285714285714286; 0 0 0 0.333333333333333 0.2 0 0.380952380952381; 0 0 0 0.0972222222222222 0.6 0.88235294117647 0.142857142857143; 0 0 0.0212765957446809 0.0277777777777778 0.111111111111111 0.117647058823529 0.19047619047619]	[0.237 0 0 0 0 0 0; 0.067 0 0 0 0 0 0; 0 0.929 0.702127659574468 0.0138888888888889 0 0 0; 0 0 0.170212765957447 0.513888888888889 0.0888888888888889 0 0.285714285714286; 0 0 0 0.333333333333333 0.2 0 0.380952380952381; 0 0 0 0.0972222222222222 0.6 0.88235294117647 0.142857142857143; 0 0 0.0212765957446809 0.0277777777777778 0.111111111111111 0.117647058823529 0.19047619047619]	[NA NA 98 74 45 17 21]
LAVE	LAVE_11	1989	[0.446 0 0 0 0.047 1.779 0; 0.028 0 0 0 0.003 0.112 0; 0 0.778 0.65625 0.25 0 0 0; 0 0 0.125 0.4 0.0454545454545455 0.0140845070422535 0.555555555555556; 0 0 0.03125 0.15 0.545454545454545 0.169014084507042 0.222222222222222; 0 0 0 0 0.227272727272727 0.746478873239437 0; 0 0 0.03125 0.15 0.090909090909091 0.0422535211267606 0]	[0.446 0 0 0 0 0 0; 0.028 0 0 0 0 0 0; 0 0.778 0.65625 0.25 0 0 0; 0 0 0.125 0.4 0.0454545454545455 0.0140845070422535 0.555555555555556; 0 0 0.03125 0.15 0.545454545454545 0.169014084507042 0.222222222222222; 0 0 0 0 0.227272727272727 0.746478873239437 0; 0 0 0.03125 0.15 0.090909090909091 0.0422535211267606 0]	[NA NA 32 20 22 71 0]
LAVE	LAVE_11	1990	[0.224 0 0 0 0.126 0.518 0; 0.08 0 0 0 0.045 0.185 0; 0 0 0.571428571428571 0.0714285714285714 0 0 0; 0 0 0.214285714285714 0.642857142857143 0.1875 0.0689655172413793 0.555555555555556; 0 0 0 0 0.3125 0.103448275862069 0.222222222222222; 0 0 0 0 0.5 0.793103448275862 0; 0 0 0 0.0714285714285714 0 0.0344827586206896 0]	[0.224 0 0 0 0 0 0; 0.08 0 0 0 0 0 0; 0 0 0.571428571428571 0.0714285714285714 0 0 0; 0 0 0.214285714285714 0.642857142857143 0.1875 0.0689655172413793 0.555555555555556; 0 0 0 0 0.3125 0.103448275862069 0.222222222222222; 0 0 0 0 0.5 0.793103448275862 0; 0 0 0 0.0714285714285714 0 0.0344827586206896 0]	[NA NA 28 15 32 59 9]
LAVE	LAVE_2	1988	[0.527 0 0 0 0.443 2.337 0; 0.12 0 0 0 0.101 0.532 0; 0 0.684 0.647509578544061 0.5 0 0 0; 0 0 0.0795019157088123 0.25 0.157894736842105 0 0; 0 0 0 0 0.315789473684211 0.130434782608696 0.333333333333333; 0 0 0 0 0.105263157894737 0.739130434782609 0.333333333333333; 0 0 0.0277777777777778 0 0.263157894736842 0.130434782608696 0.166666666666667]	[0.527 0 0 0 0 0 0; 0.12 0 0 0 0 0 0; 0 0.684 0.647509578544061 0.5 0 0 0; 0 0 0.0795019157088123 0.25 0.157894736842105 0 0; 0 0 0 0 0.315789473684211 0.130434782608696 0.333333333333333; 0 0 0 0 0.105263157894737 0.739130434782609 0.333333333333333; 0 0 0.0277777777777778 0 0.263157894736842 0.130434782608696 0.166666666666667]	[NA NA 0 5 19 24 6]
LAVE	LAVE_2	1989	[0.354 0 0 0 0.248 3.057 0; 0.12 0 0 0 0.084 1.036 0; 0 0.833 0.777777777777778 0.272727272727273 0 0 0; 0 0 0.0555555555555556 0.545454545454545 0.6 0.272727272727273 0.375; 0 0 0 0 0.3 0.409090909090909 0.125; 0 0 0 0 0 0.272727272727273 0.25; 0 0 0.0555555555555556 0.090909090909091 0 0.0454545454545455 0.125]	[0.354 0 0 0 0 0 0; 0.12 0 0 0 0 0 0; 0 0.833 0.777777777777778 0.272727272727273 0 0 0; 0 0 0.0555555555555556 0.545454545454545 0.6 0.272727272727273 0.375; 0 0 0 0 0.3 0.409090909090909 0.125; 0 0 0 0 0 0.272727272727273 0.25; 0 0 0.0555555555555556 0.090909090909091 0 0.0454545454545455 0.125]	[NA NA 18 11 11 22 9]
LAVE	LAVE_2	1990	[0.304 0 0 0 0.195 1.824 0; 0 0 0 0 0 0 0; 0 0.125 0.517241379310345 0.0384615384615385 0 0 0; 0 0 0.103448275862069 0.192307692307692 0 0 0.75; 0 0 0 0.230769230769231 0.428571428571428 0 0; 0 0 0 0.423076923076923 0.428571428571428 0.875 0; 0 0 0 0.0769230769230769 0.0714285714285714 0.125 0]	[0.304 0 0 0 0 0 0; 0 0 0 0 0 0 0; 0 0.125 0.517241379310345 0.0384615384615385 0 0 0; 0 0 0.103448275862069 0.192307692307692 0 0 0.75; 0 0 0 0.230769230769231 0.428571428571428 0 0; 0 0 0 0.423076923076923 0.428571428571428 0.875 0; 0 0 0 0.0769230769230769 0.0714285714285714 0.125 0]	[NA NA 31 26 16 8 4]
LAVE	LAVE_3	1988	[0.487 0 0 0 0.168 0.662 0; 0.16 0 0 0 0.055 0.218 0; 0 0.684 0.708333333333333 0.075 0 0 0; 0 0 0 0.65 0.222222222222222 0.0181818181818182 0; 0 0 0 0.025 0.266666666666667 0.181818181818182 0.25; 0 0 0 0 0.244444444444444 0.745454545454545 0.75; 0 0 0 0.2 0.244444444444444 0.0545454545454545 0]	[0.487 0 0 0 0 0 0; 0.16 0 0 0 0 0 0; 0 0.684 0.708333333333333 0.075 0 0 0; 0 0 0 0.65 0.222222222222222 0.0181818181818182 0; 0 0 0 0.025 0.266666666666667 0.181818181818182 0.25; 0 0 0 0 0.244444444444444 0.745454545454545 0.75; 0 0 0 0.2 0.244444444444444 0.0545454545454545 0]	[NA NA 24 41 45 55 4]
LAVE	LAVE_3	1989	[0.474 0 0 0 0 3.081 0; 0 0 0 0 0 0 0; 0 0.75 0.702127659574468 0.127659574468085 0 0 0; 0 0 0.0425531914893617 0.702127659574468 0.28 0.145454545454545 0.666666666666667; 0 0 0 0.0851063829787234 0.32 0.327272727272727 0.19047619047619; 0 0 0 0 0.04 0.436363636363636 0.0476190476190476; 0 0 0.0851063829787234 0 0.24 0.0727272727272727 0.0476190476190476]	[0.474 0 0 0 0 0 0; 0 0 0 0 0 0 0; 0 0.75 0.702127659574468 0.127659574468085 0 0 0; 0 0 0.0425531914893617 0.702127659574468 0.28 0.145454545454545 0.666666666666667; 0 0 0 0.0851063829787234 0.32 0.327272727272727 0.19047619047619; 0 0 0 0 0.04 0.436363636363636 0.0476190476190476; 0 0 0.0851063829787234 0 0.24 0.0727272727272727 0.0476190476190476]	[NA NA 47 47 26 55 22]
LAVE	LAVE_3	1990	[0.277 0 0 0 0.348 0.948 0; 0.027 0 0 0 0.034 0.092 0; 0 0.846 0.788461538461538 0.0303030303030303 0 0 0.0666666666666667; 0 0 0.134615384615385 0.606060606060606 0.0571428571428571 0.0384615384615385 0.0666666666666667; 0 0 0 0.196969696969697 0.314285714285714 0.307692307692308 0.333333333333333; 0 0 0 0.0606060606060606 0.485714285714286 0.576923076923077 0; 0 0 0 0.0757575757575758 0.114285714285714 0.0384615384615385 0.333333333333333]	[0.277 0 0 0 0 0 0; 0.027 0 0 0 0 0 0; 0 0.846 0.788461538461538 0.0303030303030303 0 0 0.0666666666666667; 0 0 0.134615384615385 0.606060606060606 0.0571428571428571 0.0384615384615385 0.0666666666666667; 0 0 0 0.196969696969697 0.314285714285714 0.307692307692308 0.333333333333333; 0 0 0 0.0606060606060606 0.485714285714286 0.576923076923077 0; 0 0 0 0.0757575757575758 0.114285714285714 0.0384615384615385 0.333333333333333]	[NA NA 54 70 37 26 16]
LAVE	LAVE_4	1988	[0.583 0 0 0 0.653 1.236 0; 0.064 0 0 0 0.072 0.136 0; 0 0.786 0.75 0.0357142857142857 0 0 0; 0 0 0.0625 0.857142857142857 0.4 0.08 0.333333333333333; 0 0 0 0.0714285714285714 0.32 0.24 0.333333333333333; 0 0 0 0.0357142857142857 0.22 0.68 0.333333333333333; 0 0 0 0 0.06 0 0]	[0.583 0 0 0 0 0 0; 0.064 0 0 0 0 0 0; 0 0.786 0.75 0.0357142857142857 0 0 0; 0 0 0.0625 0.857142857142857 0.4 0.08 0.333333333333333; 0 0 0 0.0714285714285714 0.32 0.24 0.333333333333333; 0 0 0 0.0357142857142857 0.22 0.68 0.333333333333333; 0 0 0 0 0.06 0 0]	[NA NA 16 28 50 25 3]
LAVE	LAVE_4	1989	[0.434 0 0 0 0.129 2.922 0; 0.04 0 0 0 0.012 0.269 0; 0 0.806 0.745762711864407 0.175438596491228 0 0 0.333333333333333; 0 0 0.0508474576271186 0.68421052631579 0.592592592592593 0.3 0.666666666666667; 0 0 0 0.0350877192982456 0.407407407407407 0.4 0; 0 0 0 0 0 0.233333333333333 0; 0 0 0.0508474576271186 0.0350877192982456 0 0.0333333333333333 0]	[0.434 0 0 0 0 0 0; 0.04 0 0 0 0 0 0; 0 0.806 0.745762711864407 0.175438596491228 0 0 0.333333333333333; 0 0 0.0508474576271186 0.68421052631579 0.592592592592593 0.3 0.666666666666667; 0 0 0 0.0350877192982456 0.407407407407407 0.4 0; 0 0 0 0 0 0.233333333333333 0; 0 0 0.0508474576271186 0.0350877192982456 0 0.0333333333333333 0]	[NA NA 60 57 27 31 3]
LAVE	LAVE_4	1990	[0.297 0 0 0 0.126 3.734 0; 0.007 0 0 0 0.003 0.088 0; 0 0.778 0.516666666666667 0.0294117647058823 0 0 0; 0 0 0.2 0.382352941176471 0.0769230769230769 0 0.166666666666667; 0 0 0 0.352941176470588 0.384615384615385 0.428571428571428 0.166666666666667; 0 0 0 0.0294117647058823 0.461538461538462 0.428571428571428 0; 0 0 0.0666666666666667 0.161764705882353 0.0769230769230769 0.142857142857143 0]	[0.297 0 0 0 0 0 0; 0.007 0 0 0 0 0 0; 0 0.778 0.516666666666667 0.0294117647058823 0 0 0; 0 0 0.2 0.382352941176471 0.0769230769230769 0 0.166666666666667; 0 0 0 0.352941176470588 0.384615384615385 0.428571428571428 0.166666666666667; 0 0 0 0.0294117647058823 0.461538461538462 0.428571428571428 0; 0 0 0.0666666666666667 0.161764705882353 0.0769230769230769 0.142857142857143 0]	[NA NA 70 72 26 7 6]
LAVE	LAVE_5	1988	[0.647 0 0 0 0 0.719 0; 0 0 0 0 0 0 0; 0 0.889 0.769230769230769 0.03125 0 0 0; 0 0 0 0.78125 0.266666666666667 0.037037037037037 0.333333333333333; 0 0 0 0.0625 0.2 0.185185185185185 0; 0 0 0 0 0.2 0.444444444444444 0.333333333333333; 0 0 0.153846153846154 0.03125 0.266666666666667 0.296296296296296 0]	[0.647 0 0 0 0 0 0; 0 0 0 0 0 0 0; 0 0.889 0.769230769230769 0.03125 0 0 0; 0 0 0 0.78125 0.266666666666667 0.037037037037037 0.333333333333333; 0 0 0 0.0625 0.2 0.185185185185185 0; 0 0 0 0 0.2 0.444444444444444 0.333333333333333; 0 0 0.153846153846154 0.03125 0.266666666666667 0.296296296296296 0]	[NA NA 13 33 15 27 4]
